company_name,link_company,equity_funding_total,num_articles,last_equity_funding_total,num_investments_funding_rounds,founded_on,ipqwery_num_trademark_registered,ipqwery_num_patent_granted,num_investors,operating_status,num_lead_investors,num_employees_enum,funding_total,num_funding_rounds,last_funding_type,last_funding_at,last_funding_total,num_founders,linkedin,linkedin_employees,linkedin_followers,facebook,facebook_followers,num_female_founders,num_male_founders,has_linkedin,has_facebook,has_twitter,twitter_followers,category,company_age
Roboflow,https://www.crunchbase.com/organization/roboflow,99714994.0,14,40000000.0,0,2019-01-01,6,0,25,active,4.0,c_00011_00050,99729994.0,6,series_b,2024-11-19,40000000.0,2.0,https://www.linkedin.com/company/roboflow-ai/,,,,0,0,2,1,0,1,78,Software y Servicios B2B,6
Kurios,https://www.crunchbase.com/organization/kurios-technologies,2425000.0,0,2300000.0,0,2019-01-01,0,0,8,active,1.0,c_00011_00050,2425000.0,3,seed,2022-03-18,2300000.0,2.0,https://www.linkedin.com/school/kurios-la,,,https://www.facebook.com/kurios.la,,0,2,1,1,0,0,Educación,6
Altay Therapeutics,https://www.crunchbase.com/organization/altay-therapeutics,3150000.0,3,3000000.0,0,2019-01-01,0,0,8,active,4.0,c_00001_00010,3235000.0,6,seed,2022-09-21,3000000.0,2.0,,0,0,,0,0,2,0,0,0,0,Salud,6
GoBuild (fka Brick),https://www.crunchbase.com/organization/brick,125000.0,0,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00011_00050,125000.0,2,pre_seed,2021-03-22,125000.0,2.0,https://www.linkedin.com/company/gobuild-construction/,,,,0,0,2,1,0,0,0,Finanzas,6
Shef,https://www.crunchbase.com/organization/shef,102300000.0,8,73500000.0,0,2019-01-01,4,0,36,active,3.0,c_00101_00250,109300000.0,5,series_b,2023-03-01,73500000.0,2.0,https://www.linkedin.com/company/ordershef,,,https://www.facebook.com/ordershef,,0,2,1,1,1,0,Consumo,6
Insight Browser,https://www.crunchbase.com/organization/lumos-6f11,1500000.0,1,1500000.0,0,2019-01-01,2,0,5,active,1.0,c_00011_00050,1500000.0,1,seed,2019-03-18,1500000.0,2.0,,0,0,,0,1,1,0,0,1,529,Software y Servicios B2B,6
Zeit Medical,https://www.crunchbase.com/organization/zeit-medical,2125000.0,2,2000000.0,0,2019-01-01,0,1,11,active,3.0,c_00001_00010,2125000.0,2,seed,2021-10-29,2000000.0,2.0,https://www.linkedin.com/company/zeitmedical,,,https://www.facebook.com/zeitmed,,0,2,1,1,1,95,Salud,6
Million Marker,https://www.crunchbase.com/organization/million-marker,150000.0,3,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/million-marker/,,,,0,2,0,1,0,0,0,Salud,6
NextPay,https://www.crunchbase.com/organization/nextpay-3f8a,80000000.0,1,80000000.0,0,2019-01-01,0,0,19,active,3.0,c_00051_00100,80000000.0,2,seed,2021-07-28,80000000.0,2.0,https://www.linkedin.com/company/nextpayph/about/,,,,0,0,2,1,0,0,0,Finanzas,6
SubscriptionFlow,https://www.crunchbase.com/organization/subscriptionflow,500000.0,2,500000.0,0,2019-01-01,0,0,1,active,1.0,c_00101_00250,500000.0,1,pre_seed,2022-03-22,500000.0,1.0,https://www.linkedin.com/company/subscription-flow,,,https://www.facebook.com/SubscriptionFlow,,0,1,1,1,1,173,Software y Servicios B2B,6
Alude,https://www.crunchbase.com/organization/alude,3450000.0,1,3300000.0,0,2019-01-01,0,0,12,active,4.0,c_00001_00010,3450000.0,2,seed,2020-09-30,3300000.0,3.0,https://www.linkedin.com/company/aludealugueldescomplicado/,,,,0,0,3,1,0,0,0,Bienes Raíces y Construcción,6
ContaLink,https://www.crunchbase.com/organization/contalink,2700000.0,1,2200000.0,0,2019-01-01,0,0,9,active,2.0,c_00011_00050,2700000.0,3,seed,2022-03-15,2200000.0,1.0,https://www.linkedin.com/company/contalink/about/,,,https://www.facebook.com/contalink/,,0,1,1,1,1,159,Finanzas,6
Artifact_2,https://www.crunchbase.com/organization/artifact-191c,5125000.0,0,5000000.0,0,2019-01-01,1,0,9,active,2.0,c_00011_00050,5125000.0,3,seed,2022-12-15,5000000.0,3.0,https://www.linkedin.com/company/heyartifact/,,,https://www.facebook.com/artifactpersonalpodcasts,,0,3,1,1,1,473,No Especificado,6
Mable (Neurolytic Healthcare),https://www.crunchbase.com/organization/neurolytic-healthcare,3250000.0,0,3200000.0,0,2019-01-01,0,0,8,active,1.0,c_00011_00050,3250000.0,4,seed,2022-07-27,3200000.0,2.0,https://www.linkedin.com/company/mable-health/,,,https://m.facebook.com/mablehealth/,,1,1,1,1,0,0,Salud,6
Able Jobs,https://www.crunchbase.com/organization/able-jobs,2300000.0,8,500000.0,0,2019-01-01,0,0,6,active,2.0,c_00051_00100,2300000.0,3,seed,2022-11-17,500000.0,3.0,https://www.linkedin.com/company/ablejobs/,,,,0,0,3,1,0,0,0,Educación,6
Prospa,https://www.crunchbase.com/organization/prospa-60e4,3925000.0,1,3800000.0,0,2019-01-01,0,0,14,active,1.0,c_00011_00050,3925000.0,3,pre_seed,2021-09-08,3800000.0,3.0,https://www.linkedin.com/company/prospabank/,,,https://www.facebook.com/getprospa,,1,2,1,1,1,0,Finanzas,6
Nestybox,https://www.crunchbase.com/organization/nestybox,125000.0,0,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,2.0,https://www.linkedin.com/company/nestybox,,,,0,0,2,1,0,1,100,Software y Servicios B2B,6
Pylons,https://www.crunchbase.com/organization/pylons,3200000.0,2,3200000.0,0,2019-01-01,0,0,6,active,1.0,c_00011_00050,3200000.0,1,seed,2023-07-11,3200000.0,1.0,https://www.linkedin.com/company/pylons/,,,,0,0,1,1,0,1,0,Software y Servicios B2B,6
Modern Village,https://www.crunchbase.com/organization/modern-village,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2020-03-16,150000.0,1.0,,0,0,,0,0,1,0,0,0,0,No Especificado,6
taxProper,https://www.crunchbase.com/organization/taxproper,2150000.0,4,2000000.0,0,2019-01-01,0,0,4,active,2.0,c_00011_00050,2150000.0,2,seed,2020-06-06,2000000.0,2.0,https://www.linkedin.com/company/taxproper/,,,https://www.facebook.com/taxProper/,,0,2,1,1,0,0,Finanzas,6
Slapdash,https://www.crunchbase.com/organization/slapdash-app,3700000.0,2,3700000.0,0,2019-01-01,0,0,8,active,1.0,c_00001_00010,3700000.0,2,seed,2021-03-18,3700000.0,3.0,https://www.linkedin.com/company/slapdashapp,,,,0,0,3,1,0,1,538,Software y Servicios B2B,6
Nomad Rides,https://www.crunchbase.com/organization/nomad-7453,3500000.0,1,1800000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,3500000.0,2,seed,2022-08-15,1800000.0,3.0,https://www.linkedin.com/company/nomadrides,,,https://www.facebook.com/nomadRides1150,,0,3,1,1,1,147,Software y Servicios B2B,6
Farm Theory,https://www.crunchbase.com/organization/farm-theory,1596752.0,3,120000000.0,0,2019-01-01,0,0,3,active,1.0,c_00051_00100,1596752.0,2,seed,2024-02-27,120000000.0,2.0,https://www.linkedin.com/company/farmtheory/,,,,0,1,1,1,0,0,0,No Especificado,6
Fancy,https://www.crunchbase.com/organization/fancy-9775,5125000.0,1,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00011_00050,5125000.0,2,seed,2020-08-25,125000.0,2.0,https://www.linkedin.com/company/fancy-app/,,,https://www.facebook.com/fancysnacksapp,,0,2,1,1,1,184,Software y Servicios B2B,6
Encuadrado,https://www.crunchbase.com/organization/encuadrado,1625000.0,4,1500000.0,0,2019-01-01,0,0,4,active,1.0,c_00011_00050,1625000.0,2,seed,2021-11-02,1500000.0,2.0,https://www.linkedin.com/company/encuadrado,,,https://www.facebook.com/soyencuadrado,,0,2,1,1,1,87,Finanzas,6
Kitchenful,https://www.crunchbase.com/organization/kitchenful,2025000.0,1,1900000.0,0,2019-01-01,1,0,9,active,4.0,c_00001_00010,2025000.0,2,seed,2021-10-21,1900000.0,2.0,https://www.linkedin.com/company/kitchenful,,,https://www.facebook.com/kitchenful,,0,2,1,1,0,0,Consumo,6
Hoss,https://www.crunchbase.com/organization/hoss-7a2e,1600000.0,2,1600000.0,0,2019-01-01,0,0,9,active,1.0,c_00001_00010,1600000.0,1,seed,2020-06-18,1600000.0,3.0,https://www.linkedin.com/company/hossapp/,,,,0,0,3,1,0,1,130,Software y Servicios B2B,6
Rinsed,https://www.crunchbase.com/organization/rinsed-55f5,35000000.0,0,20000000.0,0,2019-01-01,0,0,5,active,3.0,c_00051_00100,35000000.0,3,series_b,2023-04-25,20000000.0,3.0,https://www.linkedin.com/company/rinsed,,,,0,0,3,1,0,0,0,Software y Servicios B2B,6
Preclusio,https://www.crunchbase.com/organization/preclusio,150000.0,0,150000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/preclusio/,,,,0,1,1,1,0,1,36,Software y Servicios B2B,6
Omni,https://www.crunchbase.com/organization/omni-5e86,1175000.0,0,1175000.0,0,2019-01-01,0,0,9,active,2.0,c_00001_00010,1175000.0,1,seed,2020-08-24,1175000.0,3.0,https://www.linkedin.com/company/addomni/,,,,0,0,3,1,0,0,0,Software y Servicios B2B,6
Adyn,https://www.crunchbase.com/organization/adyn,2625000.0,7,2500000.0,0,2019-01-01,0,0,12,active,3.0,c_00001_00010,2625000.0,2,seed,2021-04-19,2500000.0,1.0,https://www.linkedin.com/company/adyn/,,,https://www.facebook.com/adynhealth,,1,0,1,1,1,484,Salud,6
Cuboh,https://www.crunchbase.com/organization/cuboh,1394774.0,29,40000.0,0,2019-01-01,1,0,8,active,2.0,c_00101_00250,1428711.0,4,seed,2021-03-01,40000.0,2.0,https://www.linkedin.com/company/getcuboh/,,,https://www.facebook.com/pg/getcuboh/,,0,2,1,1,1,275,Software y Servicios B2B,6
Revolve Surgical,https://www.crunchbase.com/organization/revolve-surgical-inc,125000.0,7,125000.0,0,2019-01-01,0,5,4,active,1.0,c_00001_00010,125000.0,3,pre_seed,2021-08-31,125000.0,3.0,https://www.linkedin.com/company/revolve-surgical,,,,0,0,3,1,0,0,0,Software y Servicios B2B,6
Nara,https://www.crunchbase.com/organization/nara-8b6e,500000.0,2,500000.0,0,2019-01-01,0,0,6,active,1.0,c_00001_00010,500000.0,1,pre_seed,2022-03-22,500000.0,3.0,https://www.linkedin.com/company/naraai,,,,0,1,2,1,0,1,150,Software y Servicios B2B,6
Orderli,https://www.crunchbase.com/organization/orderli,1063793.0,2,875000.0,0,2019-01-01,0,0,4,active,1.0,c_00001_00010,1063793.0,3,seed,2023-02-06,875000.0,3.0,https://www.linkedin.com/company/orderli,,,https://www.facebook.com/Orderli.nl,,0,3,1,1,1,34,Software y Servicios B2B,6
HireSure,https://www.crunchbase.com/organization/hiresure,3001780.0,3,207000000.0,0,2019-01-01,0,0,6,active,2.0,c_00011_00050,3001780.0,2,seed,2023-02-15,207000000.0,5.0,https://www.linkedin.com/company/hiresure/,,,,0,0,5,1,0,0,0,Software y Servicios B2B,6
Sytex,https://www.crunchbase.com/organization/sytex,1100000.0,0,1100000.0,0,2019-01-01,0,0,1,active,1.0,c_00011_00050,1100000.0,1,pre_seed,2022-08-22,1100000.0,4.0,https://www.linkedin.com/company/sytexpm,,,https://www.facebook.com/Sytexio-339786256719204,,0,4,1,1,1,76,Software y Servicios B2B,6
StowNest Storage,https://www.crunchbase.com/organization/stownest-storage,630000.0,0,505000.0,0,2019-01-01,0,0,6,active,1.0,c_00101_00250,630000.0,2,seed,2021-12-01,505000.0,4.0,https://www.linkedin.com/company/stownest-storage,,,https://www.facebook.com/stownest,,0,4,1,1,1,176,Bienes Raíces y Construcción,6
Mightyapp,https://www.crunchbase.com/organization/mightyapp,150000.0,1,150000.0,0,2019-01-01,2,0,2,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,1.0,,0,0,,0,0,1,0,0,1,12300,Software y Servicios B2B,6
Dive Health,https://www.crunchbase.com/organization/dive-health,125000.0,0,125000.0,0,2019-01-01,1,0,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-08-31,125000.0,2.0,https://www.linkedin.com/company/dive-health,,,https://www.facebook.com/divehealth,,1,1,1,1,0,0,Salud,6
Refinery,https://www.crunchbase.com/organization/refinery,1650000.0,5,1500000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,1650000.0,2,seed,2019-09-01,1500000.0,2.0,https://www.linkedin.com/company/refinery/,,,https://www.facebook.com/refinery.io/,,0,2,1,1,1,66,Software y Servicios B2B,6
PeopleCQ,https://www.crunchbase.com/organization/peoplecq,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-03-23,125000.0,1.0,https://www.linkedin.com/company/peoplecq/,,,https://www.facebook.com/profile.php?id=61554153965728,,0,1,1,1,0,0,Software y Servicios B2B,6
Vori,https://www.crunchbase.com/organization/vori,10150000.0,17,10000000.0,0,2019-01-01,2,0,8,active,2.0,c_00011_00050,10150000.0,3,series_a,2022-08-03,10000000.0,3.0,https://www.linkedin.com/company/vori/,,,,0,0,3,1,0,1,160,Software y Servicios B2B,6
Hey Healthcare,https://www.crunchbase.com/organization/hey-healthcare,150000.0,0,150000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/hey-healthcare/about/,,,,0,1,1,1,0,1,40,Finanzas,6
Hermes Robotics,https://www.crunchbase.com/organization/hermes-robotics,125000.0,3,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,125000.0,2,pre_seed,2021-04-08,125000.0,2.0,https://www.linkedin.com/company/hermes-robotics/about/,,,,0,0,2,1,0,1,89,Software y Servicios B2B,6
Release,https://www.crunchbase.com/organization/release,22850000.0,11,20000000.0,0,2019-01-01,0,0,13,active,2.0,c_00011_00050,22850000.0,3,series_a,2021-10-05,20000000.0,3.0,https://www.linkedin.com/company/releaseapp/,,,,0,0,3,1,0,1,143,Software y Servicios B2B,6
Platypus,https://www.crunchbase.com/organization/platypus-aaf4,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-03-23,125000.0,1.0,https://www.linkedin.com/company/getplatypus/,,,,0,0,1,1,0,0,0,Software y Servicios B2B,6
Sendo,https://www.crunchbase.com/organization/sendo-1ef7,500000.0,0,500000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,500000.0,1,pre_seed,2022-03-29,500000.0,1.0,https://www.linkedin.com/company/sendo-sms/,,,,0,0,1,1,0,1,0,Software y Servicios B2B,6
Kern Systems,https://www.crunchbase.com/organization/kern-systems,150000.0,3,150000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/kern-systems,,,,0,0,2,1,0,0,0,Software y Servicios B2B,6
Once App,https://www.crunchbase.com/organization/once-app,1125000.0,0,1000000.0,0,2019-01-01,0,0,4,active,1.0,c_00001_00010,1125000.0,2,seed,2020-11-20,1000000.0,2.0,https://www.linkedin.com/company/oncedotapp/,,,https://www.facebook.com/oncedotapp,,0,2,1,1,1,225,Software y Servicios B2B,6
ZipSchool,https://www.crunchbase.com/organization/zipschool,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-24,125000.0,1.0,,0,0,https://www.facebook.com/zipschooling,,1,0,0,1,0,0,Educación,6
GreenTiger,https://www.crunchbase.com/organization/greentiger,150000.0,0,150000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,150000.0,1,seed,2019-08-19,150000.0,2.0,https://linkedin.com/company/greentigerai,,,https://www.facebook.com/greentigerapp/,,0,2,1,1,1,33,Finanzas,6
Cradle,https://www.crunchbase.com/organization/cradle-aef2,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,2.0,,0,0,,0,0,2,0,0,0,0,Finanzas,6
Jamiphy,https://www.crunchbase.com/organization/jamiphy,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00011_00050,150000.0,1,seed,2020-03-16,150000.0,1.0,https://www.linkedin.com/company/jamiphy/,,,https://www.facebook.com/Jamiphy/,,0,1,1,1,1,20,Software y Servicios B2B,6
Endla,https://www.crunchbase.com/organization/endla,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-08-31,125000.0,2.0,https://www.linkedin.com/company/endla,,,,0,0,2,1,0,1,5,Software y Servicios B2B,6
Sidekick,https://www.crunchbase.com/organization/sidekick-c880,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2020-06-09,150000.0,4.0,https://www.linkedin.com/company/sidekickvideo,,,,0,0,4,1,0,0,0,Software y Servicios B2B,6
Tandem,https://www.crunchbase.com/organization/tandem-214b,7500000.0,0,7500000.0,0,2019-01-01,0,0,5,active,1.0,c_00001_00010,7500000.0,1,seed,2019-10-20,7500000.0,3.0,,0,0,,0,0,6,0,0,0,0,Software y Servicios B2B,6
Mudafy,https://www.crunchbase.com/organization/mudafy,13375000.0,3,10000000.0,0,2019-01-01,0,0,8,active,2.0,c_00251_00500,13375000.0,3,series_a,2022-08-02,10000000.0,2.0,https://www.linkedin.com/company/mudafy/,,,https://www.facebook.com/mudafyAr/,,0,2,1,1,1,751,Bienes Raíces y Construcción,6
Levo,https://www.crunchbase.com/organization/levo-5a7b,125000.0,0,125000.0,0,2019-01-01,0,0,4,active,1.0,c_00001_00010,125000.0,3,pre_seed,2021-08-31,125000.0,2.0,https://www.linkedin.com/company/levomx,,,https://www.facebook.com/levofintech,,0,2,1,1,0,0,Finanzas,6
Ladder,https://www.crunchbase.com/organization/ladder-3c47,125000.0,0,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,2.0,https://www.linkedin.com/company/meetladder/,,,https://www.facebook.com/meetladder/,,0,2,1,1,1,7,No Especificado,6
Clew,https://www.crunchbase.com/organization/clew-0eeb,125000.0,7,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,2.0,https://www.linkedin.com/company/clewhq/,,,,0,0,2,1,0,1,485,Software y Servicios B2B,6
Rume,https://www.crunchbase.com/organization/rume-a4c3,125000.0,0,125000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,1.0,https://www.linkedin.com/company/lumesocial/,,,,0,0,1,1,0,1,104,Software y Servicios B2B,6
Dockup,https://www.crunchbase.com/organization/dockup,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,2.0,https://www.linkedin.com/company/dockup,,,,0,0,2,1,0,1,19,Software y Servicios B2B,6
Heru,https://www.crunchbase.com/organization/heru,7700000.0,11,6000000.0,0,2019-01-01,0,0,13,active,2.0,c_00011_00050,7700000.0,4,seed,2022-09-19,6000000.0,2.0,https://www.linkedin.com/company/somosheru,,,https://www.facebook.com/somosheru,,0,2,1,1,1,338,Software y Servicios B2B,6
Life Sciences Key Technologies,https://www.crunchbase.com/organization/life-sciences-key-technologies-lsk,199703.0,7,125000.0,0,2019-01-01,0,0,4,active,2.0,c_00001_00010,199703.0,2,seed,2020-08-25,125000.0,2.0,https://www.linkedin.com/company/lifesci-key/,,,,0,2,0,1,0,1,111,Salud,6
Nonu Care,https://www.crunchbase.com/organization/nonu-care,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00011_00050,150000.0,1,pre_seed,2019-08-19,150000.0,1.0,https://www.linkedin.com/company/nonu-care/,,,https://www.facebook.com/NonuCare/,,0,1,1,1,0,0,Salud,6
Castodia,https://www.crunchbase.com/organization/castodia,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2020-03-16,150000.0,2.0,https://www.linkedin.com/company/castodiahq,,,https://www.facebook.com/CastodiaHQ,,1,1,1,1,1,52,Software y Servicios B2B,6
Playmaker,https://www.crunchbase.com/organization/playmaker-fec7,125000.0,1,125000.0,0,2019-01-01,0,0,2,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-03-22,125000.0,2.0,https://www.linkedin.com/company/getplaymaker/,,,,0,0,2,1,0,1,0,Software y Servicios B2B,6
Gold Fig Labs,https://www.crunchbase.com/organization/gold-fig-labs,150000.0,0,150000.0,0,2019-01-01,0,0,2,active,1.0,c_00011_00050,150000.0,1,pre_seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/goldfiglabs,,,https://www.facebook.com/goldfiglabs,,0,2,1,1,1,138,Software y Servicios B2B,6
Chutney,https://www.crunchbase.com/organization/chutney-17bc,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2020-03-16,150000.0,2.0,https://www.linkedin.com/company/chutneystore,,,https://www.facebook.com/chutneystore,,1,1,1,1,0,0,Consumo,6
Metacode,https://www.crunchbase.com/organization/metacode,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00011_00050,150000.0,1,seed,2019-08-19,150000.0,1.0,https://www.linkedin.com/company/metacodeapp,,,,0,0,1,1,0,0,0,Software y Servicios B2B,6
Plunzo,https://www.crunchbase.com/organization/plunzo,150000.0,1,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2020-08-24,150000.0,2.0,https://www.linkedin.com/company/plunzo/,,,,0,0,2,1,0,0,0,Software y Servicios B2B,6
Dashblock,https://www.crunchbase.com/organization/dashblock,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/dashblock,,,https://www.facebook.com/DashblockHQ,,0,2,1,1,1,116,Software y Servicios B2B,6
Nototo,https://www.crunchbase.com/organization/nototo,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2020-08-24,150000.0,2.0,,0,0,https://www.facebook.com/nototoapp,,1,1,0,1,1,78,Software y Servicios B2B,6
Plum Mail,https://www.crunchbase.com/organization/plummail,150000.0,0,150000.0,0,2019-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2020-08-25,150000.0,2.0,,0,0,,0,0,2,0,0,1,73,Software y Servicios B2B,6
OpenUnit,https://www.crunchbase.com/organization/openunit,1150000.0,4,1000000.0,0,2019-01-01,0,0,5,active,1.0,c_00001_00010,1150000.0,2,seed,2021-05-20,1000000.0,2.0,https://www.linkedin.com/company/openunit,,,,0,1,1,1,0,0,0,Software y Servicios B2B,6
Bikry,https://www.crunchbase.com/organization/nearpe,1450000.0,3,1300000.0,0,2019-01-01,0,0,4,active,1.0,c_00051_00100,1450000.0,2,seed,2021-07-12,1300000.0,2.0,https://www.linkedin.com/company/bikryapp/,,,https://www.facebook.com/bikryapp,,0,2,1,1,1,39,Finanzas,6
Keynua,https://www.crunchbase.com/organization/keynua,1350000.0,1,1200000.0,0,2019-01-01,0,0,4,active,2.0,c_00001_00010,1350000.0,2,seed,2019-04-03,1200000.0,4.0,https://www.linkedin.com/company/keynua/,,,https://www.facebook.com/keynuainc,,1,3,1,1,1,107,Software y Servicios B2B,6
Middesk,https://www.crunchbase.com/organization/middesk,77000000.0,14,57000000.0,0,2018-12-01,1,0,6,active,4.0,c_00101_00250,77000000.0,3,series_b,2022-06-09,57000000.0,2.0,https://www.linkedin.com/company/middesk/,,,https://www.facebook.com/middesk,,0,2,1,1,1,638,Finanzas,6
Filadd,https://www.crunchbase.com/organization/filadd,460000.0,0,125000.0,0,2018-12-01,0,0,3,active,1.0,c_00101_00250,460000.0,3,seed,2021-08-02,125000.0,1.0,https://www.linkedin.com/company/filadd,,,https://www.facebook.com/filaddco,,0,1,1,1,1,447,Educación,6
Freterium,https://www.crunchbase.com/organization/freterium,4455000.0,8,4000000.0,0,2018-12-01,0,0,7,active,3.0,c_00011_00050,4455000.0,3,seed,2021-12-24,4000000.0,2.0,https://www.linkedin.com/company/freterium/,,,,0,0,2,1,0,0,0,Software y Servicios B2B,6
Pachama,https://www.crunchbase.com/organization/pachama,88250000.0,22,9000000.0,0,2018-11-01,2,0,57,active,7.0,c_00051_00100,88250000.0,8,series_b,2023-12-05,9000000.0,2.0,https://www.linkedin.com/company/pachama,,,,0,0,2,1,0,1,0,Software y Servicios B2B,6
Supernova.io,https://www.crunchbase.com/organization/supernova-technology-ltd,16624694.0,14,4800000.0,0,2018-11-01,1,0,12,active,4.0,c_00011_00050,16624694.0,6,seed,2022-11-16,4800000.0,5.0,https://www.linkedin.com/company/supernova-io,,,,0,1,4,1,0,1,0,Software y Servicios B2B,6
Windwalk Games,https://www.crunchbase.com/organization/windwalk-games-enemy-on-board,6080000.0,5,4500000.0,0,2018-11-01,0,0,5,active,1.0,c_00011_00050,6080000.0,6,seed,2024-10-10,4500000.0,3.0,https://www.linkedin.com/company/windwalkgames/,,,,0,0,3,1,0,1,0,Software y Servicios B2B,6
RoboTire,https://www.crunchbase.com/organization/robotire,10800000.0,32,10650000.0,0,2018-11-01,0,0,11,active,3.0,c_00011_00050,10800000.0,6,series_a,2021-10-07,10650000.0,2.0,https://www.linkedin.com/company/robotire,,,,0,0,2,1,0,1,304,Industria,6
Arist,https://www.crunchbase.com/organization/arist,16055000.0,6,12000000.0,0,2018-10-20,1,0,14,active,5.0,c_00011_00050,16055000.0,5,series_a,2022-07-12,12000000.0,4.0,https://www.linkedin.com/company/aristu,,,https://www.facebook.com/LearnArist,,1,3,1,1,0,0,Educación,6
Justo,https://www.crunchbase.com/organization/get-justo,2555000.0,6,2300000.0,0,2018-10-18,0,0,4,active,1.0,c_00101_00250,2555000.0,4,seed,2020-12-10,2300000.0,2.0,https://www.linkedin.com/company/getjusto/,,,https://www.facebook.com/Getjusto/,,0,2,1,1,0,0,Consumo,6
AI Insurance,https://www.crunchbase.com/organization/ai-insurance,4950000.0,3,3800000.0,0,2018-10-01,4,0,5,active,2.0,c_00011_00050,4950000.0,3,seed,2022-03-01,3800000.0,1.0,https://www.linkedin.com/company/a-i-insurance-inc/,,,,0,0,1,1,0,0,0,Finanzas,6
HyperTrader,https://www.crunchbase.com/organization/hyperlinq,1550000.0,46,1425000.0,0,2018-09-24,0,0,9,active,1.0,c_00001_00010,1550000.0,3,seed,2021-09-05,1425000.0,3.0,https://www.linkedin.com/company/hypertrader,,,,0,0,3,1,0,1,0,Finanzas,6
Qwest (YC W19),https://www.crunchbase.com/organization/qwst,150000.0,0,150000.0,0,2018-09-15,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,2.0,,0,0,,0,0,2,0,0,0,0,No Especificado,6
Klir,https://www.crunchbase.com/organization/klir-09a0,19622232.0,6,16000000.0,0,2018-09-01,0,0,5,active,2.0,c_00051_00100,19622232.0,4,series_a,2021-11-18,16000000.0,2.0,https://www.linkedin.com/company/klir,,,https://www.facebook.com/pg/klirteam/,,1,1,1,1,0,0,Software y Servicios B2B,6
Houm,https://www.crunchbase.com/organization/houm-group-inc,44700000.0,7,35000000.0,0,2018-09-01,0,0,18,active,3.0,c_00501_01000,44700000.0,4,series_a,2021-11-11,35000000.0,3.0,https://www.linkedin.com/company/houm-com/about/,,,,0,0,3,1,0,0,0,Bienes Raíces y Construcción,6
