company_name,link_company,linkedin,linkedin_employees,linkedin_followers,facebook,facebook_followers
Ladder,https://www.crunchbase.com/organization/ladder-3c47,https://www.linkedin.com/company/meetladder/,,,https://www.facebook.com/meetladder/,
Clew,https://www.crunchbase.com/organization/clew-0eeb,https://www.linkedin.com/company/clewhq/,,,,0
Rume,https://www.crunchbase.com/organization/rume-a4c3,https://www.linkedin.com/company/lumesocial/,,,,0
Dockup,https://www.crunchbase.com/organization/dockup,https://www.linkedin.com/company/dockup,,,,0
Heru,https://www.crunchbase.com/organization/heru,https://www.linkedin.com/company/somosheru,,,https://www.facebook.com/somosheru,
Life Sciences Key Technologies,https://www.crunchbase.com/organization/life-sciences-key-technologies-lsk,https://www.linkedin.com/company/lifesci-key/,,,,0
Nonu Care,https://www.crunchbase.com/organization/nonu-care,https://www.linkedin.com/company/nonu-care/,,,https://www.facebook.com/NonuCare/,
Castodia,https://www.crunchbase.com/organization/castodia,https://www.linkedin.com/company/castodiahq,,,https://www.facebook.com/CastodiaHQ,
Playmaker,https://www.crunchbase.com/organization/playmaker-fec7,https://www.linkedin.com/company/getplaymaker/,,,,0
Gold Fig Labs,https://www.crunchbase.com/organization/gold-fig-labs,https://www.linkedin.com/company/goldfiglabs,,,https://www.facebook.com/goldfiglabs,
Chutney,https://www.crunchbase.com/organization/chutney-17bc,https://www.linkedin.com/company/chutneystore,,,https://www.facebook.com/chutneystore,
Metacode,https://www.crunchbase.com/organization/metacode,https://www.linkedin.com/company/metacodeapp,,,,0
Plunzo,https://www.crunchbase.com/organization/plunzo,https://www.linkedin.com/company/plunzo/,,,,0
Dashblock,https://www.crunchbase.com/organization/dashblock,https://www.linkedin.com/company/dashblock,,,https://www.facebook.com/DashblockHQ,
Nototo,https://www.crunchbase.com/organization/nototo,,0,0,https://www.facebook.com/nototoapp,
Plum Mail,https://www.crunchbase.com/organization/plummail,,0,0,,0
OpenUnit,https://www.crunchbase.com/organization/openunit,https://www.linkedin.com/company/openunit,,,,0
Bikry,https://www.crunchbase.com/organization/nearpe,https://www.linkedin.com/company/bikryapp/,,,https://www.facebook.com/bikryapp,
Keynua,https://www.crunchbase.com/organization/keynua,https://www.linkedin.com/company/keynua/,,,https://www.facebook.com/keynuainc,
Middesk,https://www.crunchbase.com/organization/middesk,https://www.linkedin.com/company/middesk/,,,https://www.facebook.com/middesk,
Filadd,https://www.crunchbase.com/organization/filadd,https://www.linkedin.com/company/filadd,,,https://www.facebook.com/filaddco,
Freterium,https://www.crunchbase.com/organization/freterium,https://www.linkedin.com/company/freterium/,,,,0
Pachama,https://www.crunchbase.com/organization/pachama,https://www.linkedin.com/company/pachama,,,,0
Supernova.io,https://www.crunchbase.com/organization/supernova-technology-ltd,https://www.linkedin.com/company/supernova-io,,,,0
Windwalk Games,https://www.crunchbase.com/organization/windwalk-games-enemy-on-board,https://www.linkedin.com/company/windwalkgames/,,,,0
RoboTire,https://www.crunchbase.com/organization/robotire,https://www.linkedin.com/company/robotire,,,,0
Arist,https://www.crunchbase.com/organization/arist,https://www.linkedin.com/company/aristu,,,https://www.facebook.com/LearnArist,
Justo,https://www.crunchbase.com/organization/get-justo,https://www.linkedin.com/company/getjusto/,,,https://www.facebook.com/Getjusto/,
AI Insurance,https://www.crunchbase.com/organization/ai-insurance,https://www.linkedin.com/company/a-i-insurance-inc/,,,,0
HyperTrader,https://www.crunchbase.com/organization/hyperlinq,https://www.linkedin.com/company/hypertrader,,,,0
Qwest (YC W19),https://www.crunchbase.com/organization/qwst,,0,0,,0
Klir,https://www.crunchbase.com/organization/klir-09a0,https://www.linkedin.com/company/klir,,,https://www.facebook.com/pg/klirteam/,
Houm,https://www.crunchbase.com/organization/houm-group-inc,https://www.linkedin.com/company/houm-com/about/,,,,0
Akute Health,https://www.crunchbase.com/organization/akute-health,https://www.linkedin.com/company/akute-health,,,https://www.facebook.com/AkuteHealth,
Recurrency,https://www.crunchbase.com/organization/recurrency-ai,https://www.linkedin.com/company/recurrency,,,https://www.facebook.com/recurrency,
Fondeadora,https://www.crunchbase.com/organization/fondeadora,http://www.linkedin.com/company/fondeadora,,,http://www.facebook.com/FondeadoraMx,
Intersect Labs,https://www.crunchbase.com/organization/intersect-labs,https://www.linkedin.com/company/intersect-labs-io/,,,https://www.facebook.com/Intersect-Labs-190441321857054/,
Stark Bank,https://www.crunchbase.com/organization/starkbank,https://www.linkedin.com/company/starkbank,,,https://www.facebook.com/starkbank,
Okteto,https://www.crunchbase.com/organization/okteto,https://www.linkedin.com/company/okteto,,,,0
Global Belly,https://www.crunchbase.com/organization/global-belly,https://www.linkedin.com/company/globalbelly/,,,https://www.facebook.com/globalbelly,
Tyltgo,https://www.crunchbase.com/organization/tyltgo,https://www.linkedin.com/company/tyltgo,,,https://www.facebook.com/pg/Tyltgo,
Taiv,https://www.crunchbase.com/organization/taiv,https://www.linkedin.com/company/taivbox,,,https://www.facebook.com/taivbox/,
Kinside,https://www.crunchbase.com/organization/kinside,https://www.linkedin.com/company/kinside/,,,https://www.facebook.com/getKinside,
Prodigal,https://www.crunchbase.com/organization/prodigal-3824,https://www.linkedin.com/company/prodigaltech,,,https://www.facebook.com/prodigalai,
Ansa Biotechnologies,https://www.crunchbase.com/organization/ansa-biotechnologies,https://www.linkedin.com/company/ansabio/,,,,0
spotLESS Materials,https://www.crunchbase.com/organization/spotless-materials,https://www.linkedin.com/company/spotless-materials,,,https://www.facebook.com/spotless.materials,
FLOWER CO,https://www.crunchbase.com/organization/flower-company,https://www.linkedin.com/company/flower-company-cannabis/,,,http://facebook.com/FLOWERC0,
Oxygen,https://www.crunchbase.com/organization/oxygen-5cc0,https://www.linkedin.com/company/getoxygen/,,,https://www.facebook.com/oxygenbanking/,
Jet Admin,https://www.crunchbase.com/organization/jet-admin,https://www.linkedin.com/company/jet-admin/,,,https://www.facebook.com/jetadmin.io,
Arengu,https://www.crunchbase.com/organization/arengu,https://www.linkedin.com/company/arengu,,,,0
SPATE,https://www.crunchbase.com/organization/spate,https://www.linkedin.com/company/spatenyc/,,,,0
Adventurous Co,https://www.crunchbase.com/organization/adventurous-co,,0,0,https://www.facebook.com/adventurousco,
Career Karma,https://www.crunchbase.com/organization/career-karma,https://www.linkedin.com/company/career-karma-app,,,https://www.facebook.com/CareerKarmaApp,
Localyze,https://www.crunchbase.com/organization/localyze,https://www.linkedin.com/company/localyze/,,,https://www.facebook.com/localyze.me/,
Skill Lync,https://www.crunchbase.com/organization/skill-lync,https://www.linkedin.com/company/skill-lync,,,https://www.facebook.com/edxengine,
Goodly,https://www.crunchbase.com/organization/goodly,https://www.linkedin.com/company/goodlyapp/,,,https://business.facebook.com/GoodlyBenefit,
Culdesac,https://www.crunchbase.com/organization/culdesac-f070,https://www.linkedin.com/company/liveculdesac/,,,https://www.facebook.com/pg/LiveCuldesac/,
Coinrule,https://www.crunchbase.com/organization/coinrule,https://www.linkedin.com/company/coinrule,,,https://www.facebook.com/CoinruleHQ,
Mindset Health,https://www.crunchbase.com/organization/mindset-e7e8,https://www.linkedin.com/company/mindsethealth,,,,0
Future Fields,https://www.crunchbase.com/organization/future-fields,https://www.linkedin.com/company/future-fields/,,,,0
Kunduz,https://www.crunchbase.com/organization/kunduz,https://www.linkedin.com/company/kunduz/,,,https://www.facebook.com/kunduzasor,
Rebank,https://www.crunchbase.com/organization/rebank,https://www.linkedin.com/company/rebanknow,,,https://www.facebook.com/rebanknow/,
Delphia,https://www.crunchbase.com/organization/delphia,https://www.linkedin.com/company/delphia-ai,,,https://www.facebook.com/delphiaAI,
TRM Labs,https://www.crunchbase.com/organization/trm-labs,https://www.linkedin.com/company/trmlabs,,,https://www.facebook.com/trmlabs/,
Mutiny,https://www.crunchbase.com/organization/mutinyhq,https://www.linkedin.com/company/mutinyhq,,,https://www.facebook.com/mutinylovesyou,
Heart Aerospace,https://www.crunchbase.com/organization/heart-aerospace,https://www.linkedin.com/company/heart-aerospace/,,,https://www.facebook.com/heartaerospace/,
Searchlight,https://www.crunchbase.com/organization/searchlight-057a,https://www.linkedin.com/company/searchlight-technologies/,,,https://www.facebook.com/searchlightai,
Nuvocargo,https://www.crunchbase.com/organization/Nuvocargo,https://www.linkedin.com/company/nuvocargo/,,,https://www.facebook.com/nuvocargo/,
BrioHR,https://www.crunchbase.com/organization/briohr,https://www.linkedin.com/company/briohr,,,https://www.facebook.com/briohr/,
Mobot,https://www.crunchbase.com/organization/team-mobot,https://www.linkedin.com/company/team-mobot/,,,https://www.facebook.com/MobotQA/,
Activeloop,https://www.crunchbase.com/organization/snark-ai,https://www.linkedin.com/company/activeloop,,,https://www.facebook.com/activeloopai,
Zeal,https://www.crunchbase.com/organization/puzzl,https://www.linkedin.com/company/zealdotcom,,,,0
BlueCargo,https://www.crunchbase.com/organization/bluecargo,https://www.linkedin.com/company/bluecargo/,,,,0
RTHM,https://www.crunchbase.com/organization/rthm,https://www.linkedin.com/company/rthm,,,https://www.facebook.com/HealthRTHM,
Howdy,https://www.crunchbase.com/organization/hurrayforhowdy,https://www.linkedin.com/company/hurrayforhowdy,,,https://www.facebook.com/hurrayforhowdy,
Honeylove,https://www.crunchbase.com/organization/honeylove,https://www.linkedin.com/company/honeylove-sculptware/,,,http://facebook.com/gethoneylove,
rct AI,https://www.crunchbase.com/organization/rct-ai,https://www.linkedin.com/company/rct-ai,,,,0
Wanderlog,https://www.crunchbase.com/organization/travelchime,https://www.linkedin.com/company/wanderlog,,,https://www.facebook.com/GoWanderlog/,
Mighty Health,https://www.crunchbase.com/organization/mighty-health-4f22,https://www.linkedin.com/company/mightyhealth,,,https://www.facebook.com/mightyhealthapp/,
Bot MD,https://www.crunchbase.com/organization/botmd,https://www.linkedin.com/company/botmd,,,https://www.facebook.com/botmdio,
Tenderd,https://www.crunchbase.com/organization/tenderd,https://www.linkedin.com/company/tenderd/,,,https://www.facebook.com/tenderdtrack,
Overview.ai,https://www.crunchbase.com/organization/overview-ai,https://www.linkedin.com/company/overview-ai/,,,,0
Dagger,https://www.crunchbase.com/organization/dagger-d500,https://www.linkedin.com/company/dagger-io,,,,0
Feather_2,https://www.crunchbase.com/organization/popsure,https://www.linkedin.com/company/feather-insurance,,,https://www.facebook.com/featherinsurance,
Flockjay,https://www.crunchbase.com/organization/flockjay,https://www.linkedin.com/company/flockjay/,,,https://facebook.com/flockjayschool,
Lowkey,https://www.crunchbase.com/organization/lowkey-2a15,https://www.linkedin.com/company/camelot-ai,,,https://www.facebook.com/lowkeydotgg/,
Spero Foods,https://www.crunchbase.com/organization/spero-foods-los-angeles-california,https://www.linkedin.com/company/spero-foods/,,,,0
Truora,https://www.crunchbase.com/organization/truora,https://www.linkedin.com/company/truora/,,,https://es-la.facebook.com/truora/,
Lokal,https://www.crunchbase.com/organization/lokal,https://www.linkedin.com/company/lokal-app,,,https://www.facebook.com/pg/lokalapp,
Endpoint Health,https://www.crunchbase.com/organization/endpoint-health-inc,https://www.linkedin.com/company/endpoint-health/,,,,0
ExcepGen,https://www.crunchbase.com/organization/excepgen,https://www.linkedin.com/company/excepgen/,,,,0
OpenPhone,https://www.crunchbase.com/organization/openphone,https://www.linkedin.com/company/openphone/,,,https://www.facebook.com/pg/openphoneapp,
Nestor,https://www.crunchbase.com/organization/nestor-cc61,https://www.linkedin.com/company/nestorup,,,https://www.facebook.com/NestorUp,
Verse Medical,https://www.crunchbase.com/organization/verse-medical,https://www.linkedin.com/company/versemedical/,,,,0
Anjuna,https://www.crunchbase.com/organization/anjuna,https://www.linkedin.com/company/anjuna-security,,,https://www.facebook.com/anjuna.io,
Oxio,https://www.crunchbase.com/organization/oxio-8919,https://www.linkedin.com/company/oxiointernet/,,,https://www.facebook.com/oxiointernet/,
Mytos,https://www.crunchbase.com/organization/cytera-cellworks,https://www.linkedin.com/company/mytosbio/,,,,0
Lucid Bots,https://www.crunchbase.com/organization/lucid-drone-technologies,https://www.linkedin.com/company/lucid-bots,,,https://www.facebook.com/lucidbots,
Vimcal,https://www.crunchbase.com/organization/vimcal,https://www.linkedin.com/company/vimcal/,,,,0
Demodesk,https://www.crunchbase.com/organization/demodesk,https://www.linkedin.com/company/demodesk,,,https://www.facebook.com/demodeskcom,
Reshape Biotech,https://www.crunchbase.com/organization/reshape-biotech,http://linkedin.com/company/reshape-biotech/,,,https://www.facebook.com/reshapebiotech,
DreamCraft,https://www.crunchbase.com/organization/dreamcraft,https://www.linkedin.com/company/dreamcraft-entertainment-inc/,,,,0
Paladin Drones,https://www.crunchbase.com/organization/paladin-drones,https://www.linkedin.com/company/paladin-drones/,,,,0
Simetrik,https://www.crunchbase.com/organization/simetrik,https://www.linkedin.com/company/simetrikinc,,,https://www.facebook.com/simetrikconciliacion,
Luminate Medical,https://www.crunchbase.com/organization/luminate-medical,https://www.linkedin.com/company/luminate-medical/about/,,,,0
Fuzzbuzz,https://www.crunchbase.com/organization/fuzzbuzz,https://www.linkedin.com/company/fuzzbuzz/,,,,0
Alixia,https://www.crunchbase.com/organization/alixia,https://www.linkedin.com/company/alixia-therapeutics/,,,,0
Berbix,https://www.crunchbase.com/organization/berbix,https://www.linkedin.com/company/berbix,,,https://www.facebook.com/pg/Berbix/about/?ref=page_internal,
Aviron Interactive,https://www.crunchbase.com/organization/aviron-interactive,https://www.linkedin.com/company/aviron-interactive,,,https://www.facebook.com/avironactive,
OpenReplay,https://www.crunchbase.com/organization/asayer,https://www.linkedin.com/company/18257552/,,,,0
Gen1E Lifesciences,https://www.crunchbase.com/organization/gen1e-lifesciences,https://www.linkedin.com/company/gen1e-lifesciences,,,,0
Datlo,https://www.crunchbase.com/organization/datlo,https://www.linkedin.com/company/siga-geomarketing,,,,0
AmpUp,https://www.crunchbase.com/organization/ampup,,0,0,,0
InpharmD,https://www.crunchbase.com/organization/inpharmd,https://www.linkedin.com/company/inpharmd/,,,https://www.facebook.com/Inpharmd/,
GlobeDX,https://www.crunchbase.com/organization/globe-dx,https://www.linkedin.com/company/globe-derivative-exchange,,,,0
Actiondesk,https://www.crunchbase.com/organization/actiondesk,https://www.linkedin.com/company/actiondesk/,,,https://www.facebook.com/actiondesk/,
Tailor-ED,https://www.crunchbase.com/organization/tailor-ed,https://www.linkedin.com/company/tailor-ed/,,,https://www.facebook.com/tailor.ed.instruction/,
91Squarefeet,https://www.crunchbase.com/organization/91squarefeet,https://www.linkedin.com/company/91sqft,,,https://www.facebook.com/91sqft,
IcePanel,https://www.crunchbase.com/organization/icepanel,https://www.linkedin.com/company/icepanel/,,,https://www.facebook.com/icepanel/,
Sapling.ai,https://www.crunchbase.com/organization/sapling-ai,https://www.linkedin.com/company/saplingai,,,https://www.facebook.com/Sapling-Intelligence-684416121988762/,
CareerTu,https://www.crunchbase.com/organization/careertu,https://www.linkedin.com/company/careertu/,,,,0
AnchorUSD,https://www.crunchbase.com/organization/anchorusd,,0,0,,0
Neon,https://www.crunchbase.com/organization/bento-club,https://www.linkedin.com/company/bentocart/,,,https://www.facebook.com/bentocartsf/,
WorkClout,https://www.crunchbase.com/organization/workclout,https://www.linkedin.com/company/workclout/,,,https://www.facebook.com/workclout/,
Leena AI,https://www.crunchbase.com/organization/leena-ai,https://www.linkedin.com/company/l-e-e-n-a/,,,https://www.facebook.com/Leena-301312863666839/,
Bits,https://www.crunchbase.com/organization/fea-card,https://www.linkedin.com/company/getabit/,,,https://www.facebook.com/getabit,
Procol,https://www.crunchbase.com/organization/procol,https://www.linkedin.com/company/procoltech/,,,https://www.facebook.com/procoltech/,
Nettrons,https://www.crunchbase.com/organization/nettrons,https://www.linkedin.com/company/nettrons/,,,,0
Spring in Africa,https://www.crunchbase.com/organization/wallets-africa,https://www.linkedin.com/company/springinafrica,,,https://www.facebook.com/thewalletsafrica,
Glide Apps,https://www.crunchbase.com/organization/glide-apps,https://www.linkedin.com/company/glideapps/,,,https://www.facebook.com/glideapps,
Cocoon_2,https://www.crunchbase.com/organization/cocoon-8ab2,https://www.linkedin.com/company/cocoonhq/,,,,0
Memfault,https://www.crunchbase.com/organization/memfault,https://www.linkedin.com/company/memfault/,,,,0
Conta Simples,https://www.crunchbase.com/organization/conta-simples,https://www.linkedin.com/company/contasimples,,,https://www.facebook.com/contasimplesBR,
Ysplit,https://www.crunchbase.com/organization/ysplit,https://www.linkedin.com/company/letsfuse,,,,0
Synthetic Minds,https://www.crunchbase.com/organization/synthetic-minds,https://www.linkedin.com/company/synthetic-minds/,,,,0
NUMI,https://www.crunchbase.com/organization/numi-153c,https://www.linkedin.com/company/hello-numi,,,https://www.facebook.com/pg/NUMI-198031807601294/,
Soteris,https://www.crunchbase.com/organization/soteris,https://www.linkedin.com/company/soteris-inc,,,,0
Jido Maps,https://www.crunchbase.com/organization/jido-maps,https://www.linkedin.com/company/jido-maps/,,,,0
Cuanto,https://www.crunchbase.com/organization/cuanto,https://www.linkedin.com/company/cuanto/,,,,0
Tint.ai,https://www.crunchbase.com/organization/tint-ai,https://www.linkedin.com/company/heytint,,,,0
Atmos,https://www.crunchbase.com/organization/atmos-506c,https://www.linkedin.com/company/buildatmos,,,https://www.facebook.com/buildatmos,
Cherry,https://www.crunchbase.com/organization/cherry-107e,https://www.linkedin.com/company/startcherry/,,,https://www.facebook.com/startcherryinc/,
Enerjazz,https://www.crunchbase.com/organization/enerjazz,https://www.linkedin.com/company/enerjazz-technology-solutions,,,,0
ReverCare,https://www.crunchbase.com/organization/revercare,https://www.linkedin.com/company/revercare,,,,0
Schoolable,https://www.crunchbase.com/organization/schoolable-96d9,https://www.linkedin.com/company/schoolable,,,https://www.facebook.com/schoolableHQ/,
Zeta Surgical,https://www.crunchbase.com/organization/zeta-surgical,https://www.linkedin.com/company/zeta-surgical/,,,,0
Tappity,https://www.crunchbase.com/organization/tappity,https://www.linkedin.com/company/tappity/,,,https://www.facebook.com/tappityapp/,
Arpio,https://www.crunchbase.com/organization/arpio,https://www.linkedin.com/company/arpio,,,,0
Encarte,https://www.crunchbase.com/organization/encarte,https://www.linkedin.com/company/encarte-io,,,,0
Bensen AI,https://www.crunchbase.com/organization/bensen-ai,https://www.linkedin.com/company/bensen-ai/,,,https://www.facebook.com/AIbensen/,
Tajir,https://www.crunchbase.com/organization/tajir,https://www.linkedin.com/company/tajir-app/,,,,0
Woody Library,https://www.crunchbase.com/organization/woody-library,,0,0,,0
Maitian.ai,https://www.crunchbase.com/organization/maitian-ai,https://www.linkedin.com/company/maitian-ai/,,,,0
Vectordash,https://www.crunchbase.com/organization/vectordash,https://www.linkedin.com/company/vectordash,,,https://www.facebook.com/vectordashGPU/,
Playbook,https://www.crunchbase.com/organization/playbook,,0,0,,0
Taobotics,https://www.crunchbase.com/organization/taobotics,https://www.linkedin.com/company/taobotics/,,,,0
CaseGuide,https://www.crunchbase.com/organization/jet-law,,0,0,,0
Pepper,https://www.crunchbase.com/organization/pepper,,0,0,,0
Ultralight,https://www.crunchbase.com/organization/ultralight,https://www.linkedin.com/company/ultralight-inc/about/,,,,0
DevFlight,https://www.crunchbase.com/organization/devflight,,0,0,https://www.facebook.com/DevFlightHQ,
Cognition IP,https://www.crunchbase.com/organization/cognition-ip,https://www.linkedin.com/company/cognitionip,,,,0
Dbrain,https://www.crunchbase.com/organization/dbrain,https://www.linkedin.com/company/dbrainio/,,,https://www.facebook.com/dbrainio/,
PlayingViral,https://www.crunchbase.com/organization/playingviral,,0,0,,0
Midtype,https://www.crunchbase.com/organization/midtype,https://www.linkedin.com/company/midtype/,,,,0
Wing It,https://www.crunchbase.com/organization/wing-it,https://www.linkedin.com/company/wingthetrip/,,,https://www.facebook.com/gowingit/,
Let’s Do This,https://www.crunchbase.com/organization/let-s-do-this,https://www.linkedin.com/company/lets-do-this/,,,https://www.facebook.com/letsdothisuk/,
Slite,https://www.crunchbase.com/organization/slite,https://www.linkedin.com/company/slitehq,,,https://www.facebook.com/sliteHQ/,
Pronto,https://www.crunchbase.com/organization/pronto-app,https://www.linkedin.com/company/tupronto,,,https://www.facebook.com/ProntoMx/,
Tough Commerce,https://www.crunchbase.com/organization/brokrete,https://www.linkedin.com/company/brokrete,,,https://www.facebook.com/ToughCommerce,
Plane,https://www.crunchbase.com/organization/pilot-5,https://www.linkedin.com/company/planehr/,,,,0
Covela,https://www.crunchbase.com/organization/covela,https://www.linkedin.com/company/covela/,,,,0
Boostly,https://www.crunchbase.com/organization/boostly,https://www.linkedin.com/company/goboostly,,,https://www.facebook.com/GoBoostly/,
SenpAI.GG,https://www.crunchbase.com/organization/senpai-gg,https://www.linkedin.com/company/senpaigg,,,https://www.facebook.com/senpaiggesports,
Convictional,https://www.crunchbase.com/organization/convictional,https://www.linkedin.com/company/convictional,,,,0
Invocable,https://www.crunchbase.com/organization/storyline,https://www.linkedin.com/company/invocablehq,,,https://www.facebook.com/invocablehq,
Hedgehog,https://www.crunchbase.com/organization/hedgehog-3704,https://www.linkedin.com/company/hedgehog-app,,,,0
Ever Loved,https://www.crunchbase.com/organization/ever-loved,https://www.linkedin.com/company/everloved/,,,,0
Narrator,https://www.crunchbase.com/organization/ai-narrator,https://www.linkedin.com/company/narratorai/,,,https://www.facebook.com/narratorai,
Passiv,https://www.crunchbase.com/organization/passiv,https://www.linkedin.com/company/passiv,,,,0
Stacker,https://www.crunchbase.com/organization/stacker-79fe,https://www.linkedin.com/company/stackerlabs/,,,https://www.facebook.com/pg/stackerapps/,
64x Bio,https://www.crunchbase.com/organization/64-x-mountain-view-california,https://www.linkedin.com/company/64xbio,,,https://www.facebook.com/64xBio,
CoinTracker,https://www.crunchbase.com/organization/cointracker,https://www.linkedin.com/company/cointracker,,,https://www.facebook.com/cointracker,
Feroot Security,https://www.crunchbase.com/organization/feroot,https://www.linkedin.com/company/feroot,,,,0
EARTH AI,https://www.crunchbase.com/organization/earth-ai,https://www.linkedin.com/company/earth-ai/,,,,0
EdenFarm Indonesia,https://www.crunchbase.com/organization/eden-farm-indonesian,https://www.linkedin.com/company/pt-eden-pangan-indonesia,,,https://www.facebook.com/EdenFarmId,
Acorn Biolabs,https://www.crunchbase.com/organization/acorn-cryotech,https://www.linkedin.com/company/acornbiolabs,,,,0
Klarity,https://www.crunchbase.com/organization/klarity,https://www.linkedin.com/company/klarityai/,,,https://www.facebook.com/klaritylaw,
Inscribe,https://www.crunchbase.com/organization/inscribe,https://www.linkedin.com/company/inscribeai,,,,0
Aura Vision,https://www.crunchbase.com/organization/aura-vision-labs,https://www.linkedin.com/company/auravisionlabs/,,,https://www.facebook.com/auravisionlabs/,
PullRequest,https://www.crunchbase.com/organization/pullrequest,https://www.linkedin.com/company-beta/22309681/,,,https://www.facebook.com/pullrequestinc,
PopSQL,https://www.crunchbase.com/organization/popsql,http://linkedin.com/company/popsql,,,,0
CoVerified,https://www.crunchbase.com/organization/coverified,https://www.linkedin.com/company/coverified/,,,,0
Breadfast,https://www.crunchbase.com/organization/breadfast,https://www.linkedin.com/company/breadfast/,,,https://www.facebook.com/breadfast,
Pulse_2,https://www.crunchbase.com/organization/pulse-q-a,https://www.linkedin.com/company/pulse.qa/,,,https://www.facebook.com/PulseQandA/,
SafetyWing,https://www.crunchbase.com/organization/safetywing,https://www.linkedin.com/company/safetywing,,,https://www.facebook.com/safetywing,
Proof,https://www.crunchbase.com/organization/proof,https://www.linkedin.com/company/useproof/,,,https://www.facebook.com/useproof,
Avo,https://www.crunchbase.com/organization/jul,https://www.linkedin.com/company/avonow,,,https://www.facebook.com/avonow.exclusive,
Allure Systems,https://www.crunchbase.com/organization/allure-systems,https://www.linkedin.com/company/allure-systems/,,,https://www.facebook.com/pg/Allure-Systems-1986424141609838/,
Soon,https://www.crunchbase.com/organization/soonapp,https://linkedin.com/company/soonfinance,,,https://facebook.com/soonfintech,
Goodcover,https://www.crunchbase.com/organization/goodcover,https://in.linkedin.com/company/goodcover,,,https://www.facebook.com/pg/GoodcoverCo,
Pathrise,https://www.crunchbase.com/organization/pathrise,https://www.linkedin.com/school/pathrise,,,https://www.facebook.com/pathriseio,
Pyka,https://www.crunchbase.com/organization/pyka,https://www.linkedin.com/company/flypyka,,,,0
Boundless Immigration,https://www.crunchbase.com/organization/boundless-2,https://www.linkedin.com/company/boundless-immigration/,,,https://www.facebook.com/ChooseBoundless,
FlowEQ,https://www.crunchbase.com/organization/brightreps,https://www.linkedin.com/company/FlowEQ,,,https://www.facebook.com/TeamFlowEQ,
Charge Running,https://www.crunchbase.com/organization/charge-running,https://www.linkedin.com/company-beta/16191940/,,,https://www.facebook.com/ChargeRunning/,
BBy,https://www.crunchbase.com/organization/bby,https://www.linkedin.com/company/bby-inc,,,https://www.facebook.com/bbycares,
Rain AI,https://www.crunchbase.com/organization/rain-neuromorphics,https://www.linkedin.com/company/rain-artificial-intelligence,,,https://www.facebook.com/rainneuromorphics,
MindsDB,https://www.crunchbase.com/organization/mindsdb,https://www.linkedin.com/company/mindsdb,,,https://www.facebook.com/MindsDB,
Biobot Analytics,https://www.crunchbase.com/organization/biobot-analytics,https://www.linkedin.com/company/biobot-analytics,,,,0
Catch,https://www.crunchbase.com/organization/catchco,https://www.linkedin.com/company/catchbenefits,,,https://www.facebook.com/catchbenefits,
D-ID,https://www.crunchbase.com/organization/d-id,http://www.linkedin.com/company/deidentification,,,https://www.facebook.com/pg/deidentification,
BioRender,https://www.crunchbase.com/organization/biorender-inc,https://www.linkedin.com/company/biorender,,,https://www.facebook.com/biorender,
Routable,https://www.crunchbase.com/organization/routable,https://www.linkedin.com/company/routable/,,,https://www.facebook.com/RoutableHQ,
Nala,https://www.crunchbase.com/organization/nala-money,https://www.linkedin.com/company/nalamoney/,,,https://www.facebook.com/NALA.money/,
CoLab Software,https://www.crunchbase.com/organization/colab-software,https://www.linkedin.com/company/colabsoftware,,,https://www.facebook.com/colabsoftware,
Yassir,https://www.crunchbase.com/organization/yassir,https://www.linkedin.com/company/yassir-global,,,https://www.facebook.com/Yassir.Algerie,
Rebellyous Foods,https://www.crunchbase.com/organization/seattle-food-tech-sft,https://www.linkedin.com/company/seattle-food-tech/,,,https://www.facebook.com/RebellyousFoods,
Curebase,https://www.crunchbase.com/organization/curebase,https://www.linkedin.com/company/curebase,,,https://www.facebook.com/curebaseDCT,
Easol,https://www.crunchbase.com/organization/fixers,https://www.linkedin.com/company/easolhq,,,https://www.facebook.com/Easol.Official,
Microverse,https://www.crunchbase.com/organization/microverse,https://www.linkedin.com/company/microverseinc/,,,https://www.facebook.com/microverseinc,
Persephone Biosciences,https://www.crunchbase.com/organization/persephone-biome,https://www.linkedin.com/company/persephone-biome,,,,0
Collectly,https://www.crunchbase.com/organization/collectly-inc,https://www.linkedin.com/company/collectly,,,https://www.facebook.com/collectly,
Corvus Robotics,https://www.crunchbase.com/organization/corvus-robotics,https://in.linkedin.com/company/corvus-robotics,,,,0
Snappr,https://www.crunchbase.com/organization/snappr-2,https://www.linkedin.com/company/snappr.co/,,,https://www.facebook.com/snappr.co,
Centaur Labs,https://www.crunchbase.com/organization/centaur-labs,https://www.linkedin.com/company/centaur-labs,,,https://www.facebook.com/CentaurLabs,
Mighty Buildings,https://www.crunchbase.com/organization/mighty-buildings,https://www.linkedin.com/company/mightybuildings,,,https://www.facebook.com/mightybuildings,
Emi Labs,https://www.crunchbase.com/organization/emi-2,https://www.linkedin.com/company/emi-labs/,,,,0
Arpeggio Bio,https://www.crunchbase.com/organization/arpeggio-bio,https://www.linkedin.com/company/arpeggio-biosciences/,,,,0
Convex,https://www.crunchbase.com/organization/convex-c445,https://www.linkedin.com/company/convex-labs/,,,,0
Obie,https://www.crunchbase.com/organization/obiesoft,https://www.linkedin.com/company/joinobie,,,,0
Forage,https://www.crunchbase.com/organization/insidesherpa,https://www.linkedin.com/company/theforage,,,https://www.facebook.com/theforage1,
